70acd16507b44586914d23b879c438dc,叶光光,满,女,1969,4,24,山西省运城市闻喜县侯村乡侯村,14082319690424871,运城市闻喜县公安局,2010.07.04-2030.07.04
33c8ecdee08c43d4959ec73e68f0d2ac,王能武,锡伯,男,2007,2,19,山东省东营市垦利区垦利街道办事处左二村,37050520070219541,东营市垦利区公安局,2016.07.13-2021.07.13
720898c5cb484c94a485d774497904b8,陈智胜,汉,女,1984,7,12,福建省泉州市安溪县尚卿乡银坑村,35052419840712827,泉州市安溪县公安局,2013.04.16-2033.04.16
6ec506d211e14a03a7512404f4b95378,喻国明,达斡尔,男,1985,8,29,河北省石家庄市平山县合河口乡外大河村,13013119850829778,石家庄市平山县公安局,2014.05.29-2034.05.29
4fa63262a1ee467189a94000bd8fc02b,李绍坚,保安,男,1991,11,29,江西省宜春市丰城市同田乡候塘村,360981199111294399,宜春市丰城市公安局,2013.03.04-2023.03.04
9da827279002422f870e41ca700d5e42,乔生,汉,男,1965,5,18,贵州省毕节市威宁彝族回族苗族自治县金钟镇新岩村,52052619650518829X,毕节市威宁彝族回族苗族自治县公安局,2010.08.28-长期
b6a9c2b1fa3f4413b4771a2f82fcd610,刘秋江,苗,女,1994,4,1,四川省凉山彝族自治州会理县彰冠镇万红村,513425199404017152,凉山彝族自治州会理县公安局,2014.05.20-2024.05.20
9ef4bc547419482daafa11dd9e44301d,晏强,俄罗斯,女,1991,12,21,湖南省张家界市桑植县洪家关白族乡打鼓泉村,43082219911221268,张家界市桑植县公安局,2018.11.26-2038.11.26
33bcc40b0c4a434aadfd80086d8ecc95,马腾肖,回,男,1991,12,4,四川省凉山彝族自治州昭觉县齿可波西乡俄助溪村,513431199112046039,凉山彝族自治州昭觉县公安局,2012.02.19-2022.02.19
21e5dafb571140f583389d439e469518,吴群伟,哈萨克,女,2007,12,16,福建省厦门市同安区五显镇三秀山村,35021220071216785,厦门市同安区公安局,2017.10.14-2022.10.14
7a9cda35b3844af3a15d87beb936f3db,梁洪梅,土家,男,1965,3,7,广东省阳江市阳西县织篢镇岑村,44172119650307494,阳江市阳西县公安局,2016.07.02-长期
f15b4a2fcd7e4002b8a9f167310e2e42,陈亚才,布朗,女,1963,10,2,四川省南充市仪陇县赛金镇五佛寺村,51132419631002094,南充市仪陇县公安局,2013.12.29-长期
254daf70d9174587bff38e7ec70cb667,邱圆,京,女,1963,10,26,西藏自治区阿里地区札达县香孜乡香孜村,54252219631026658,阿里地区札达县公安局,2015.06.27-长期
4e84a0bb72904aeab20868474b76fa66,金铨,瑶,女,1967,5,26,吉林省长春市榆树市太安乡发展村,220182196705266692,长春市榆树市公安局,2017.03.27-长期
5d462b5f292e463c9058c0557b638ac6,李广强,纳西,女,1960,1,1,浙江省温州市平阳县凤卧镇西塔村,330326196001014046,温州市平阳县公安局,2010.10.13-长期
63b70d6bbcb34e8b960349718f4b684d,叶正浩,汉,女,1993,3,4,湖北省襄阳市枣阳市琚湾镇闫家岗村,420683199303046704,襄阳市枣阳市公安局,2017.11.23-2037.11.23
2870bf1a6f7647a691e3d9dc501968db,韩义忠,门巴,女,1971,8,10,四川省巴中市南江县关田乡南溪村,51192219710810655,巴中市南江县公安局,2011.02.27-2031.02.27
3332cd68b2a64b729592693372b90d33,梁雪雅,布依,女,1961,2,19,河南省濮阳市清丰县柳格镇高赵店村,41092219610219643,濮阳市清丰县公安局,2014.08.17-长期
0d397a19752a482c84f531ad4e1b39a2,卢金勇,彝,女,1964,2,9,四川省达州市万源市罗文镇梨子园村,511781196402095992,达州市万源市公安局,2017.02.17-长期
