bd8bdfdd01864659b6e7e2da209ff837,桂世杰,拉祜,女,1991,7,9,广西壮族自治区梧州市龙圩区广平镇平地村,450406199107099376,梧州市龙圩区公安局,2013.12.25-2023.12.25
4b95bd2ed7cc4062b0cb3647f67f22d6,董漫漫,汉,男,1988,7,30,四川省巴中市南江县沙河镇九青村,511922198807300747,巴中市南江县公安局,2014.04.27-2034.04.27
ed27282004cd4676abbf9e853d963348,于万东,崩龙,女,1996,9,14,甘肃省天水市秦安县莲花镇上河村,620522199609146184,天水市秦安县公安局,2019.04.26-2029.04.26
2dd5bb717295473e9ac81041d52e1c39,史兴民,仡佬,女,1959,8,9,湖南省岳阳市湘阴县三塘镇黄陵港村,430624195908092088,岳阳市湘阴县公安局,2012.08.05-长期
275a456e6ac34f9db3044c5a6129ace7,王虞,景颇,男,1982,10,29,四川省凉山彝族自治州甘洛县田坝镇罗群村,51343519821029985,凉山彝族自治州甘洛县公安局,2013.03.27-2033.03.27
c50ea4a385cc4352a77503d03f729359,刘旭腾,彝,女,1973,7,24,广西壮族自治区河池市环江毛南族自治县驯乐苗族乡顺宁村,45122619730724442,河池市环江毛南族自治县公安局,2019.06.11-长期
073c119433f949df94e315a8911dad72,晓捷,普米,女,1961,8,31,湖北省武汉市洪山区关山街道,42011119610831082,武汉市洪山区公安局,2010.11.01-长期
9629dbaf3c8246b1a32ebb54edd6a340,奚冉,畲,男,1978,3,13,浙江省温州市乐清市雁荡镇跳头村,330382197803139145,温州市乐清市公安局,2012.06.23-2032.06.23
bd1065be4b9740b78cb8a2fa708e39bd,马宝芬,鄂伦春,女,1994,12,3,山东省枣庄市滕州市张汪镇夏楼村,370481199412030244,枣庄市滕州市公安局,2015.12.11-2025.12.11
d35461b03b0c4d17adc4f4cf9f3b5a53,惠双,塔塔尔,女,2002,8,13,福建省宁德市霞浦县水门畲族乡茶岗村,350921200208134882,宁德市霞浦县公安局,2011.12.18-2016.12.18
8b690030e0554f6f934cedaec48a46e7,史佳鑫,仫佬,女,1994,4,3,陕西省安康市汉阴县汉阳镇磨坝村,610921199404033980,安康市汉阴县公安局,2010.02.17-2020.02.17
86206646ccd046a88772e23b31e71909,许宏军,藏,女,1994,1,11,山东省泰安市泰山区泰前街道办事处,370902199401113214,泰安市泰山区公安局,2011.09.26-2021.09.26
2d1bce044e3d4ef8aa9be54c077394c2,陈文列,门巴,男,1996,7,23,云南省红河哈尼族彝族自治州个旧市城区街道办事处,532501199607230487,红河哈尼族彝族自治州个旧市公安局,2013.05.09-2023.05.09
2ff0197ec47b4403b4a86ae7535d257d,戴明超,汉,男,1987,1,10,浙江省温州市永嘉县北城街道江山村,33032419870110216,温州市永嘉县公安局,2014.04.28-2034.04.28
fdba5b063eb747e4a4d843fd8e85d8b8,赵碧华,侗,男,2001,7,18,山东省滨州市阳信县劳店镇西姚村,371622200107186047,滨州市阳信县公安局,2012.08.12-2017.08.12
45860b0b15b24703bce8d27e844c1b5a,朱志洪,独龙,女,1986,11,18,江苏省苏州市常熟市虞山镇,32058119861118884,苏州市常熟市公安局,2016.02.06-2036.02.06
9f29c359aca140c5b26360039b3b1505,熊霸,傈僳,女,1974,7,11,山东省聊城市茌平县洪官屯镇公李村,371523197407114412,聊城市茌平县公安局,2012.01.12-2032.01.12
a1a096cf0cf4437ca238c341c9754f88,王万伟,蒙古,女,1974,5,31,湖北省黄冈市黄梅县柳林乡北山村,42112719740531024,黄冈市黄梅县公安局,2010.03.24-2030.03.24
1231933483c0491d9e6b7a9959c58738,肖习文,汉,女,1997,1,21,河南省濮阳市濮阳县濮阳县子岸镇季家寨村,41092819970121680,濮阳市濮阳县公安局,2018.08.07-2028.08.07
10a8824ffd384e83a364da0a74d47f03,权震,独龙,男,1996,7,26,湖南省岳阳市君山区广兴洲镇黄安村,43061119960726648,岳阳市君山区公安局,2010.06.21-2015.06.21
4ca5908b0c5c4fe5b3fa7f09a0318a00,董颖颖,白,男,1976,11,27,山东省滨州市博兴县湖滨镇姜韩村,37162519761127056,滨州市博兴县公安局,2015.03.16-2035.03.16
b6c056f8b33947fabd958bff9b2f30df,温妮妮,回,女,1976,9,28,内蒙古自治区通辽市开鲁县清河牧场,15052319760928731,通辽市开鲁县公安局,2011.04.17-2031.04.17
09e08b507d6c4a7baf2ab20dc17206f9,刘树青,汉,女,1977,2,8,山东省淄博市淄川区西河镇窟空峪村,370302197702080784,淄博市淄川区公安局,2013.05.08-2033.05.08
69fc29a628fa45d5a6c00295b5cb4b85,王贵娟,汉,男,1977,2,12,安徽省宣城市旌德县白地镇洪川村,34182519770212937,宣城市旌德县公安局,2017.05.08-2037.05.08
27bae8e5d8114070b2572d2fb4b28586,邢定钰,佤,女,1983,12,10,辽宁省营口市大石桥市石桥街道,210882198312107282,营口市大石桥市公安局,2019.04.23-2039.04.23
